10.000000	2.171875e-02	4.660000e-01	500	
10.000000	2.152474e-02	4.680000e-01	500	
10.000000	2.158854e-02	4.500000e-01	500	
3.000000	9.507552e-02	9.740000e-01	500	
0.000000	1.530820e-01	1.000000e+00	500	
0.500000	1.425833e-01	1.000000e+00	500	
1.000000	1.325638e-01	9.960000e-01	500	
1.500000	1.218216e-01	9.940000e-01	500	
2.000000	1.125547e-01	9.860000e-01	500	
2.500000	1.033060e-01	9.780000e-01	500	
3.000000	9.486198e-02	9.660000e-01	500	
3.500000	8.689062e-02	9.540000e-01	500	
4.000000	7.885677e-02	9.200000e-01	500	
4.500000	7.194141e-02	9.060000e-01	500	
5.000000	6.511719e-02	8.820000e-01	500	
5.500000	5.815625e-02	8.340000e-01	500	
6.000000	5.260937e-02	8.060000e-01	500	
6.500000	4.762240e-02	7.680000e-01	500	
7.000000	4.298437e-02	7.120000e-01	500	
7.500000	3.832031e-02	6.700000e-01	500	
8.000000	3.488802e-02	6.440000e-01	500	
8.500000	3.055339e-02	5.960000e-01	500	
9.000000	2.729297e-02	5.380000e-01	500	
9.500000	2.451693e-02	5.040000e-01	500	
10.000000	2.192188e-02	4.600000e-01	500	
0.000000	1.535586e-01	1.000000e+00	500	
0.500000	1.419440e-01	1.000000e+00	500	
1.000000	1.321901e-01	1.000000e+00	500	
1.500000	1.216341e-01	9.920000e-01	500	
2.000000	1.127839e-01	9.840000e-01	500	
2.500000	1.029635e-01	9.740000e-01	500	
3.000000	9.432161e-02	9.640000e-01	500	
3.500000	8.660677e-02	9.500000e-01	500	
4.000000	7.860547e-02	9.360000e-01	500	
4.500000	7.105469e-02	9.040000e-01	500	
5.000000	6.501172e-02	8.760000e-01	500	
5.500000	5.841406e-02	8.540000e-01	500	
6.000000	5.250521e-02	7.900000e-01	500	
6.500000	4.761068e-02	7.540000e-01	500	
7.000000	4.252344e-02	7.160000e-01	500	
7.500000	3.839193e-02	6.860000e-01	500	
8.000000	3.451302e-02	6.340000e-01	500	
8.500000	3.092578e-02	5.920000e-01	500	
9.000000	2.772005e-02	5.460000e-01	500	
9.500000	2.436458e-02	5.080000e-01	500	
10.000000	2.180729e-02	4.560000e-01	500	
0.000000	1.526706e-01	1.000000e+00	500	
0.500000	1.428620e-01	1.000000e+00	500	
1.000000	1.316185e-01	1.000000e+00	500	
1.500000	1.217487e-01	9.940000e-01	500	
2.000000	1.124974e-01	9.800000e-01	500	
2.500000	1.034323e-01	9.780000e-01	500	
3.000000	9.404167e-02	9.620000e-01	500	
3.500000	8.661589e-02	9.560000e-01	500	
4.000000	7.912891e-02	9.440000e-01	500	
4.500000	7.126562e-02	9.100000e-01	500	
5.000000	6.486198e-02	8.860000e-01	500	
5.500000	5.848698e-02	8.400000e-01	500	
6.000000	5.250000e-02	8.020000e-01	500	
6.500000	4.752995e-02	7.580000e-01	500	
7.000000	4.246745e-02	7.140000e-01	500	
7.500000	3.837500e-02	6.780000e-01	500	
8.000000	3.429557e-02	6.260000e-01	500	
8.500000	3.111458e-02	5.920000e-01	500	
9.000000	2.713411e-02	5.540000e-01	500	
9.500000	2.463021e-02	5.040000e-01	500	
10.000000	2.196875e-02	4.520000e-01	500	
0.000000	1.532500e-01	1.000000e+00	500	
0.500000	1.418021e-01	9.980000e-01	500	
1.000000	1.320521e-01	9.920000e-01	500	
1.500000	1.219544e-01	9.900000e-01	500	
2.000000	1.123711e-01	9.880000e-01	500	
2.500000	1.039310e-01	9.760000e-01	500	
3.000000	9.474089e-02	9.740000e-01	500	
