3.000000	3.737630e-02	1.000000e+00	100	
3.000000	3.760417e-02	1.000000e+00	100	
3.000000	3.737630e-02	1.000000e+00	100	
3.000000	3.723958e-02	1.000000e+00	100	
3.000000	3.736328e-02	1.000000e+00	100	
3.000000	3.681641e-02	1.000000e+00	100	
3.000000	6.239258e-01	1.000000e+00	100	
3.000000	3.732422e-02	1.000000e+00	100	
3.000000	3.673177e-02	1.000000e+00	100	
3.000000	3.722005e-02	1.000000e+00	100	
3.000000	3.676432e-02	1.000000e+00	100	
3.000000	3.641927e-02	1.000000e+00	100	
3.000000	3.677734e-02	1.000000e+00	100	
3.000000	3.733724e-02	1.000000e+00	100	
3.000000	3.675130e-02	1.000000e+00	100	
3.000000	3.764974e-02	1.000000e+00	100	
3.000000	3.732422e-02	1.000000e+00	100	
3.000000	3.723958e-02	1.000000e+00	100	
3.000000	3.732422e-02	1.000000e+00	100	
3.000000	3.723958e-02	1.000000e+00	100	
3.000000	3.722005e-02	1.000000e+00	100	
3.000000	3.744141e-02	1.000000e+00	100	
10.000000	5.208333e-05	7.000000e-02	100	
10.000000	1.302083e-05	2.000000e-02	100	
10.000000	1.953125e-05	3.000000e-02	100	
10.000000	2.604167e-05	4.000000e-02	100	
3.000000	3.697917e-02	1.000000e+00	100	
10.000000	2.604167e-05	4.000000e-02	100	
10.000000	3.906250e-05	6.000000e-02	100	
10.000000	2.604167e-05	4.000000e-02	100	
10.000000	5.208333e-05	8.000000e-02	100	
10.000000	3.255208e-05	4.000000e-02	100	
10.000000	3.906250e-05	6.000000e-02	100	
10.000000	5.208333e-05	7.000000e-02	100	
10.000000	1.302083e-05	2.000000e-02	100	
10.000000	6.217969e-01	1.000000e+00	100	
10.000000	6.237630e-01	1.000000e+00	100	
10.000000	6.252995e-01	1.000000e+00	100	
10.000000	6.222070e-01	1.000000e+00	100	
3.000000	6.226563e-01	1.000000e+00	100	
3.000000	6.217187e-01	1.000000e+00	100	
3.000000	6.248893e-01	1.000000e+00	100	
3.000000	3.732422e-02	1.000000e+00	100	
10.000000	5.208333e-05	8.000000e-02	100	
10.000000	3.906250e-05	6.000000e-02	100	
10.000000	2.604167e-05	4.000000e-02	100	
10.000000	1.302083e-05	2.000000e-02	100	
10.000000	3.255208e-05	5.000000e-02	100	
10.000000	1.349544e-01	1.000000e+00	100	
10.000000	2.604167e-05	4.000000e-02	100	
10.000000	3.255208e-05	5.000000e-02	100	
10.000000	3.255208e-05	5.000000e-02	100	
10.000000	4.557292e-05	7.000000e-02	100	
10.000000	1.346810e-01	1.000000e+00	100	
10.000000	1.953125e-05	3.000000e-02	100	
10.000000	4.557292e-05	5.000000e-02	100	
10.000000	1.333333e-01	1.000000e+00	100	
3.000000	6.540560e-01	1.000000e+00	100	
3.000000	3.721354e-02	1.000000e+00	100	
3.000000	3.732422e-02	1.000000e+00	100	
10.000000	5.208333e-05	8.000000e-02	100	
3.000000	3.730469e-02	1.000000e+00	100	
3.000000	5.023242e-01	1.000000e+00	100	
3.000000	3.693359e-02	1.000000e+00	100	
3.000000	3.747396e-02	1.000000e+00	100	
3.000000	3.643880e-02	1.000000e+00	100	
3.000000	3.785807e-02	1.000000e+00	100	
3.000000	3.712891e-02	1.000000e+00	100	
0.000000	1.025716e-01	1.000000e+00	100	
0.500000	8.986328e-02	1.000000e+00	100	
1.000000	7.850260e-02	1.000000e+00	100	
1.500000	6.613932e-02	1.000000e+00	100	
2.000000	5.551432e-02	1.000000e+00	100	
2.500000	4.584635e-02	1.000000e+00	100	
3.000000	3.653646e-02	1.000000e+00	100	
3.500000	2.957031e-02	1.000000e+00	100	
4.000000	2.263021e-02	1.000000e+00	100	
4.500000	1.695312e-02	1.000000e+00	100	
5.000000	1.231120e-02	1.000000e+00	100	
5.500000	8.287760e-03	1.000000e+00	100	
6.000000	5.722656e-03	1.000000e+00	100	
6.500000	3.645833e-03	1.000000e+00	100	
7.000000	2.246094e-03	9.700000e-01	100	
7.500000	1.289063e-03	8.200000e-01	100	
8.000000	8.398437e-04	7.200000e-01	100	
8.500000	3.776042e-04	4.300000e-01	100	
